index,spark.executor.memory,spark.driver.memory,spark.executor.cores,spark.default.parallelism,spark.driver.supervise,spark.shuffle.io.maxRetries,spark.memory.useLegacyMode,spark.driver.maxResultSize,spark.driver.cores,duration,dataSize(G),N_Node,N_Neis,Node_fetures
323,4,1,6,16,0,4,1,14,2,334.70099999999996,10,0,1,88 8 
324,2,8,3,25,0,21,0,11,9,250.46599999999998,10,0,1,88 8 
325,4,1,5,20,0,38,1,13,1,232.648,10,0,1,88 8 
326,2,2,3,2,0,22,0,1,3,272.348,10,0,1,88 8 
327,1,2,3,26,1,20,0,4,2,273.486,10,0,1,88 8 
328,8,4,1,27,0,18,1,11,3,327.42,10,0,1,88 8 
329,8,2,4,9,1,15,0,13,1,428.639,10,0,1,88 8 
330,8,1,8,22,0,3,0,3,2,411.379,10,0,1,88 8 
331,1,4,1,18,1,35,1,5,7,465.397,10,0,1,88 8 
332,8,4,8,5,0,29,1,9,5,365.477,10,0,1,88 8 
333,8,8,8,6,1,35,1,9,6,437.99,10,0,1,88 8 
334,8,4,4,18,1,25,1,7,9,374.48800000000006,10,0,1,88 8 
335,2,8,5,28,0,34,1,15,1,395.163,10,0,1,88 8 
336,1,2,6,19,0,37,0,8,8,422.92699999999996,10,0,1,88 8 
337,1,4,8,22,0,15,0,10,3,442.76199999999994,10,0,1,88 8 
338,2,4,6,9,0,19,0,13,3,369.586,10,0,1,88 8 
339,2,1,2,21,1,25,0,14,9,349.976,10,0,1,88 8 
340,8,4,5,29,0,22,1,1,4,307.085,10,0,1,88 8 
341,1,1,4,9,0,46,0,15,2,296.378,10,0,1,88 8 
342,2,4,3,2,1,36,0,10,4,230.05700000000002,10,0,1,88 8 
343,8,4,5,29,0,37,1,11,3,291.811,10,0,1,88 8 
344,4,8,7,23,1,4,0,3,6,234.642,10,0,1,88 8 
345,2,2,7,20,1,22,1,3,5,280.944,10,0,1,88 8 
346,4,4,7,2,0,34,0,1,2,354.626,10,0,1,88 8 
347,1,2,2,10,1,49,1,7,6,354.77099999999996,10,0,1,88 8 
348,8,8,6,27,0,10,0,14,6,317.704,10,0,1,88 8 
349,2,4,3,18,0,8,0,1,4,178.97099999999998,10,0,1,88 8 
350,8,2,6,6,0,37,0,6,4,298.585,10,0,1,88 8 
